Date,City,Temperature,Humidity,AirQualityIndex,NoiseLevel_dB,HumanActivityLevel,NearbyGreenSpaces,RoadDensity,WildlifeSpecies,SpeciesCategory,NumberOfSightings,TimeOfDay,WeatherCondition,DayOfWeek,Season,ProximityToWaterSource,UrbanDevelopmentIndex,PublicAwarenessLevel,ConservationEffortsLevel,GarbageManagementScore,LightPollutionLevel,TypeOfSighting,PhotographicEvidence,CitizenReportReliability,SightingDuration_Min,InteractionType,AnimalBehavior,IsEndangeredSpecies,DistanceFromCityCenter_km,ResidentialAreaType,NoiseToleranceLevel,VegetationDensity,ObservationMethod
12-01-17,Lahore,18.2,57.9,137,84,0,3,5,Fox,Mammal,9,Morning,Sunny,Sun,Winter,8,0.6,0.14,0.6,0.95,0.98,Seen,Yes,0.9,48.6,Photographed,Feeding,No,10.5,Urban,0.16,0.5,Hotline
11-04-24,Quetta,33.6,79.5,60,68,5,3,6,Owl,Bird,3,Afternoon,Cloudy,Sat,Spring,2,0.89,0.96,0.86,0.52,0.51,Photographed,Yes,0.29,35.9,Fed,Fleeing,Yes,47.6,Urban,0.08,0.78,Hotline
11-10-19,Lahore,41.1,89.1,183,49,3,3,9,Wild Cat,Mammal,5,Evening,Foggy,Sat,Summer,6,0.14,0.27,0.3,0.37,0.42,Photographed,Yes,0.6,57,Heard,Curious,Yes,12.4,Rural,0.78,0.71,In-person
12-12-10,Islamabad,18.5,76.7,164,50,7,1,5,Wild Cat,Mammal,9,Night,Foggy,Sun,Winter,2,0.78,0.24,0.43,0.15,0.43,Heard,No,0.73,41.8,Fed,Feeding,No,35.5,Semi-urban,0.31,0.7,Hotline
11-02-12,Islamabad,26,86.1,232,67,6,3,9,Monkey,Mammal,5,Morning,Rainy,Tue,Autumn,3,0.43,0.32,0.65,0.93,0.13,Chased,No,0.6,54,Heard,Curious,No,5.1,Urban,0.49,0.88,In-person
31-12-25,Lahore,42,56,107,81,9,3,8,Cobra,Reptile,2,Night,Sunny,Wed,Spring,3,0.75,0.84,0.11,0.2,0.83,Chased,No,0.75,48.6,Photographed,Curious,Yes,49.5,Semi-urban,0.86,0.57,In-person
11-01-16,Peshawar,24.3,59.9,157,76,0,2,9,Monkey,Mammal,2,Evening,Cloudy,Sun,Winter,5,0.03,0.5,0.86,0.09,0.52,Fed,No,0.24,53.8,Chased,Curious,Yes,41.6,Semi-urban,0.93,0.89,In-person
10-09-26,Islamabad,37.1,32.9,213,43,7,3,8,Porcupine,Mammal,7,Afternoon,Foggy,Sun,Summer,2,0.61,0.55,0.44,0.23,0.72,Heard,No,0.92,46.4,Chased,Curious,No,6.1,Semi-urban,0.54,0.85,Website
09-08-25,Lahore,32.7,50.8,197,62,5,4,3,Cobra,Reptile,8,Afternoon,Foggy,Tue,Summer,3,0.51,0.73,0.31,0.46,0.68,Heard,Yes,0.97,21.6,Photographed,Aggressive,No,15,Semi-urban,0.45,0.75,Hotline
26-04-15,Islamabad,43.8,57.6,152,89,1,1,4,Owl,Bird,1,Evening,Foggy,Mon,Spring,6,1,0.33,0.42,0.99,0.37,Chased,No,0.43,49.8,Heard,Feeding,Yes,15.7,Semi-urban,0.23,0.48,Website
10-10-17,Lahore,36,23,290,69,8,0,2,Wild Cat,Mammal,3,Night,Rainy,Fri,Autumn,4,0.5,0.22,0.27,0.17,0.06,Heard,Yes,0.66,40.7,Chased,Calm,No,8.4,Rural,0.62,0.98,Hotline
09-08-10,Islamabad,17.2,54.3,149,97,2,1,6,Hedgehog,Mammal,9,Afternoon,Sunny,Thu,Winter,1,0.38,0.14,0.49,0.07,0.52,Photographed,Yes,0.12,44,Fed,Calm,Yes,24.4,Semi-urban,0.46,0.28,Hotline
19-10-17,Peshawar,25.8,32.7,196,40,4,1,5,Owl,Bird,4,Morning,Cloudy,Mon,Autumn,8,0.09,0.8,0.93,0.12,0.42,Heard,No,0.56,9,Heard,Fleeing,Yes,25.2,Semi-urban,0.21,0.94,Hotline
10-03-25,Karachi,28.5,89.6,191,70,5,2,4,Owl,Bird,2,Evening,Foggy,Sun,Autumn,6,0.56,0.73,0.42,0.04,0.65,Fed,Yes,0.67,5.2,Fed,Aggressive,No,8.6,Rural,0.48,0.5,Website
21-08-18,Quetta,37.6,47.1,153,47,8,4,8,Porcupine,Mammal,7,Morning,Cloudy,Mon,Summer,8,0.86,0.26,0.03,0.71,0.86,Chased,Yes,0.22,23.8,Fed,Curious,No,8,Semi-urban,0.11,0.68,Hotline
05-04-23,Islamabad,44,67.5,128,95,1,2,3,Wild Cat,Mammal,6,Afternoon,Cloudy,Thu,Summer,2,0.25,0.03,0.41,0.03,0,Photographed,No,0.81,19.6,Heard,Aggressive,Yes,28.4,Semi-urban,0.3,0.94,Hotline
30-12-22,Quetta,36.9,45.8,141,82,5,4,9,Wild Cat,Mammal,1,Morning,Cloudy,Thu,Summer,3,0.42,0.59,0.59,0.02,0.21,Fed,Yes,0.16,34.6,Seen,Aggressive,No,32.3,Rural,0.16,0.4,In-person
03-03-12,Islamabad,24.9,77.4,280,98,1,0,1,Hedgehog,Mammal,7,Morning,Foggy,Thu,Winter,6,0.74,0.38,0.31,0.96,0.59,Chased,Yes,0.33,59,Heard,Curious,Yes,19.4,Rural,0.65,0.75,App
31-03-21,Karachi,27.7,57.5,105,42,2,2,1,Owl,Bird,5,Night,Sunny,Tue,Summer,2,0.7,0.87,0.31,0.83,0.33,Fed,Yes,0.81,5.1,Seen,Fleeing,Yes,32.8,Rural,0.68,0.54,Website
18-05-18,Quetta,35.6,84.6,280,54,2,1,4,Fox,Mammal,2,Morning,Cloudy,Tue,Spring,9,0.99,0.06,0.36,0.3,0.39,Photographed,No,0.93,22.7,Heard,Fleeing,No,45.9,Semi-urban,0.42,0.87,Hotline
25-01-18,Islamabad,30.7,41.8,235,92,0,4,2,Owl,Bird,3,Evening,Sunny,Sun,Summer,0,0.14,0.97,0.52,0.11,0.2,Seen,Yes,0.47,33.1,Seen,Fleeing,No,9.2,Rural,0.28,0.81,Hotline
10-01-26,Karachi,27.5,20.1,273,47,4,4,5,Owl,Bird,3,Evening,Sunny,Mon,Autumn,6,0.52,0.52,0.13,0.12,0.05,Seen,No,0.87,56.9,Fed,Feeding,Yes,5.9,Urban,0.21,0.18,App
15-02-10,Islamabad,41.3,87.1,226,48,4,4,3,Monkey,Mammal,4,Morning,Cloudy,Fri,Autumn,0,0.1,0.8,0.33,0.38,0.71,Chased,Yes,0.94,43.3,Chased,Feeding,Yes,38.8,Rural,0.75,0.39,App
08-03-20,Quetta,37.7,74.9,147,43,3,3,1,Fox,Mammal,4,Afternoon,Rainy,Tue,Winter,8,0.69,0.99,0.59,0.12,0.18,Heard,No,0.58,43.2,Fed,Curious,No,33.2,Rural,0.57,0.99,Website
12-03-26,Lahore,20.9,32.1,173,55,6,2,6,Fox,Mammal,8,Afternoon,Rainy,Tue,Winter,4,0.18,0.3,0.24,0.74,0.15,Chased,Yes,0.26,52.9,Chased,Feeding,Yes,35.3,Semi-urban,0.88,0.23,App
08-11-17,Lahore,27,39.8,230,42,2,4,8,Bat,Mammal,2,Morning,Sunny,Wed,Autumn,8,0.95,0.19,0.75,0.8,0.37,Seen,Yes,0.24,10.8,Chased,Calm,Yes,49.3,Urban,0.73,0.51,App
29-03-10,Quetta,22.7,21.3,274,83,8,2,1,Wild Cat,Mammal,3,Morning,Cloudy,Wed,Autumn,6,0.15,0.79,0.37,0.71,0.93,Seen,Yes,0.66,55.3,Fed,Feeding,Yes,11.8,Semi-urban,0.98,0.89,App
11-10-14,Karachi,18.2,48.9,194,81,3,3,9,Monkey,Mammal,4,Night,Rainy,Wed,Spring,2,0.5,0.34,0.65,0.92,0.18,Chased,Yes,0.46,10.2,Fed,Aggressive,No,24.9,Semi-urban,0.54,0.95,Website
13-12-22,Peshawar,27.4,59.7,157,73,1,2,8,Bat,Mammal,6,Evening,Foggy,Tue,Winter,5,0.27,0.97,0.5,0.86,0.2,Heard,Yes,0.95,47.9,Seen,Fleeing,No,40.5,Rural,0.39,0.54,App
27-07-24,Peshawar,32.8,75.3,179,50,7,2,8,Owl,Bird,4,Evening,Cloudy,Tue,Spring,5,0.37,0.01,0.41,0.23,0.35,Seen,No,0.56,42.4,Photographed,Calm,Yes,48.2,Rural,0.14,0.71,Hotline
01-10-20,Karachi,22,35.4,240,95,6,0,9,Cobra,Reptile,7,Afternoon,Rainy,Mon,Autumn,1,0.62,0.42,0.97,0.13,0.39,Fed,No,0.49,38.2,Heard,Fleeing,Yes,20.4,Semi-urban,0.1,0.95,Website
25-04-11,Islamabad,27.5,44,206,41,9,2,8,Cobra,Reptile,2,Afternoon,Rainy,Tue,Autumn,8,0.17,0.2,0.42,0.62,0.63,Photographed,Yes,0.1,55.3,Seen,Aggressive,No,41.2,Semi-urban,0.96,0.42,In-person
10-07-22,Karachi,34.9,31.8,181,54,3,4,9,Hedgehog,Mammal,8,Evening,Rainy,Thu,Autumn,3,0.56,0.1,0.42,0.92,0.87,Fed,No,0.63,34.8,Fed,Feeding,Yes,5.7,Urban,0.2,0.33,App
17-01-24,Islamabad,29.6,71.2,245,71,1,1,5,Owl,Bird,6,Evening,Foggy,Thu,Summer,2,0.75,0.17,0.48,0.69,0.23,Chased,Yes,0.17,34.2,Photographed,Curious,No,2.8,Urban,0.59,0.78,Hotline
23-12-23,Peshawar,24.9,54.2,299,98,2,4,1,Owl,Bird,4,Night,Cloudy,Thu,Autumn,1,0.5,0.19,0.88,0.08,0.37,Heard,No,0.39,57.5,Chased,Curious,Yes,6,Semi-urban,0.89,0.51,In-person
06-10-20,Karachi,16.4,71,89,83,8,0,8,Hedgehog,Mammal,2,Morning,Sunny,Mon,Summer,2,0.33,0.36,0.59,0.79,0.23,Photographed,Yes,0.29,14.1,Heard,Calm,No,19.1,Rural,0.54,0.11,In-person
22-04-24,Lahore,38.4,84.9,251,52,3,0,4,Wild Cat,Mammal,3,Morning,Foggy,Sun,Winter,9,0.89,0.14,0.49,0.03,0.28,Seen,Yes,0.83,58.5,Chased,Fleeing,Yes,45.7,Rural,0.04,0.93,Website
23-04-17,Karachi,39.7,80.7,148,42,1,1,3,Hedgehog,Mammal,7,Afternoon,Cloudy,Mon,Autumn,0,0.64,0.34,0.5,0.13,0.98,Chased,Yes,0.22,27.2,Heard,Feeding,Yes,22.2,Urban,0.01,0.7,Website
02-07-21,Lahore,31.1,54.8,61,78,8,4,3,Monkey,Mammal,9,Afternoon,Cloudy,Fri,Spring,7,0.16,0.48,0.26,0.05,0.28,Heard,Yes,0.52,7.7,Fed,Aggressive,No,47.2,Urban,0.66,0.22,Website
20-09-12,Peshawar,39.4,85,60,51,0,4,8,Cobra,Reptile,7,Afternoon,Cloudy,Wed,Summer,0,0.48,0.21,0.65,0.58,0.27,Seen,Yes,0.16,45.5,Photographed,Calm,Yes,29.3,Rural,0.84,0.33,Website
28-08-26,Peshawar,34.6,28.3,261,49,2,2,6,Owl,Bird,5,Afternoon,Rainy,Sun,Winter,8,0.37,0.36,0.64,0.81,0.27,Seen,Yes,0.73,38.5,Photographed,Calm,No,25.9,Urban,0.6,0.12,Website
22-03-23,Peshawar,15.1,58.5,291,53,9,1,5,Monkey,Mammal,5,Afternoon,Cloudy,Sun,Winter,5,0.42,0.09,0.6,0.03,0.63,Chased,No,0.71,29.7,Seen,Curious,No,8.8,Rural,0.1,0.38,App
19-12-15,Quetta,29,65,213,80,1,0,9,Hedgehog,Mammal,4,Afternoon,Sunny,Tue,Winter,4,0.82,0.26,0.6,0.67,0.9,Seen,Yes,0.59,34.1,Photographed,Calm,No,44.4,Rural,0.05,0.67,Website
12-06-23,Lahore,27.5,83.7,184,92,4,1,1,Wild Cat,Mammal,7,Morning,Rainy,Sun,Spring,4,0.48,0.51,0.57,0.66,0.06,Fed,Yes,0.66,54.9,Photographed,Curious,No,22.8,Rural,0.11,0.18,In-person
14-02-14,Peshawar,23.5,72.7,209,50,4,1,3,Wild Cat,Mammal,3,Afternoon,Sunny,Tue,Winter,8,0.81,0.06,0.95,0.65,0.4,Fed,Yes,0.56,23.7,Seen,Fleeing,Yes,20.7,Semi-urban,0.6,0.15,In-person
07-11-19,Quetta,20.3,35.9,79,48,2,1,0,Fox,Mammal,3,Afternoon,Foggy,Fri,Winter,1,0.06,0.01,0.04,0.86,0.7,Heard,Yes,1,2.2,Heard,Feeding,No,42.5,Semi-urban,0.7,0.68,Hotline
14-04-25,Peshawar,25.7,46.4,223,84,7,4,8,Fox,Mammal,7,Evening,Rainy,Fri,Summer,9,0.96,0.45,0.78,0.39,0.76,Photographed,No,0.21,3.5,Photographed,Feeding,No,23.4,Rural,0.59,0.39,App
22-03-12,Quetta,36.5,54.7,119,55,7,3,5,Wild Cat,Mammal,6,Afternoon,Sunny,Sun,Autumn,2,0.67,0.03,0.94,0.77,0.76,Fed,No,0.92,35.1,Fed,Calm,No,19.8,Semi-urban,0.48,0.8,Hotline
10-06-22,Quetta,38.1,62.7,124,87,3,4,8,Bat,Mammal,9,Morning,Foggy,Mon,Winter,3,1,0.33,0.12,0.02,0.18,Chased,No,0.27,51.6,Chased,Fleeing,Yes,7.9,Urban,0.86,0.18,In-person
22-02-16,Islamabad,42.2,37.9,70,65,3,3,6,Cobra,Reptile,7,Night,Sunny,Mon,Autumn,3,0.89,0.41,0.14,0.63,0.87,Photographed,Yes,0.17,33.9,Chased,Fleeing,Yes,5.8,Urban,0.03,0.71,In-person
08-06-23,Quetta,35.5,62,201,75,7,1,3,Owl,Bird,2,Evening,Sunny,Tue,Summer,4,0.63,0.49,0.56,0.3,0.86,Heard,Yes,0.77,38.9,Fed,Curious,Yes,46.6,Semi-urban,0.58,0.56,In-person
21-10-21,Quetta,44.3,34.4,230,67,9,1,9,Monkey,Mammal,4,Night,Rainy,Wed,Summer,4,0.67,0.15,0.22,0.88,0.67,Chased,No,0.55,13.4,Heard,Curious,Yes,17.1,Rural,0.57,0.24,Website
23-11-21,Lahore,29.5,48.6,174,98,6,4,9,Porcupine,Mammal,4,Afternoon,Rainy,Tue,Spring,9,0.1,0.14,0.19,0.36,0.59,Photographed,Yes,0.4,27.7,Seen,Curious,Yes,2.5,Semi-urban,0.62,0.69,Hotline
08-07-13,Islamabad,18,75,242,41,6,4,3,Owl,Bird,9,Evening,Rainy,Tue,Autumn,2,0.05,0.74,0.51,0.17,0.68,Fed,Yes,0.73,13.6,Photographed,Feeding,No,39.8,Semi-urban,0.46,0.26,In-person
12-06-10,Islamabad,34.7,61.8,214,47,1,4,6,Fox,Mammal,9,Night,Cloudy,Sun,Autumn,9,0.63,0.18,0.28,0.92,0.18,Fed,No,0.26,29.3,Seen,Aggressive,No,4.7,Urban,0.89,0.19,Website
12-07-25,Peshawar,33.5,43.8,293,61,8,1,6,Fox,Mammal,3,Afternoon,Cloudy,Tue,Spring,0,0.63,0.8,0.89,0.48,0.93,Fed,No,0.28,31.3,Fed,Curious,No,10.8,Urban,0.19,0.96,Hotline
27-05-26,Karachi,39.5,20.8,188,87,5,4,2,Cobra,Reptile,2,Afternoon,Foggy,Tue,Winter,0,0.45,0.19,0.28,0.36,0.79,Photographed,Yes,0.99,11.9,Heard,Feeding,No,17.1,Semi-urban,0.28,0.14,Hotline
20-10-15,Quetta,21.6,83.1,231,90,5,1,9,Owl,Bird,1,Night,Cloudy,Mon,Autumn,7,0.62,0.56,0.43,0.86,0.62,Photographed,Yes,0.33,23,Fed,Aggressive,Yes,7.6,Urban,0.59,0.63,Website
12-09-12,Karachi,41.1,79.9,142,43,9,1,3,Bat,Mammal,7,Night,Cloudy,Mon,Summer,2,0.09,0.3,0.17,0.51,0.84,Heard,Yes,0.31,44.1,Chased,Fleeing,Yes,20.4,Semi-urban,0.9,0.66,App
05-12-12,Peshawar,44.3,37.2,143,97,2,0,4,Porcupine,Mammal,7,Afternoon,Rainy,Sun,Winter,4,0.98,0.79,0.62,0.45,0.35,Heard,Yes,0.48,20.4,Heard,Feeding,Yes,41.7,Rural,0.89,0.95,App
22-11-14,Islamabad,27.6,58.2,50,94,6,4,1,Cobra,Reptile,5,Morning,Cloudy,Tue,Winter,3,0.27,0.47,0.84,1,0.79,Chased,Yes,0.12,22.8,Fed,Calm,Yes,12.4,Rural,0.96,0.34,Hotline
22-10-14,Lahore,43.3,85.6,108,47,2,4,9,Porcupine,Mammal,6,Evening,Cloudy,Thu,Autumn,5,0.96,0.22,0.73,0.52,0.33,Seen,Yes,0.65,33.3,Seen,Calm,Yes,14.7,Urban,0.27,0.54,Website
26-04-20,Peshawar,29.2,41.1,184,76,6,2,7,Owl,Bird,7,Night,Cloudy,Tue,Summer,0,0.65,0.04,0.37,0.26,0.15,Chased,No,0.45,21.9,Chased,Calm,No,36.5,Semi-urban,0.6,0.92,Website
06-12-18,Karachi,19.4,24.2,134,55,6,3,9,Hedgehog,Mammal,5,Afternoon,Cloudy,Mon,Summer,3,0.73,0.67,0.35,0.76,0.84,Photographed,Yes,0.77,46.8,Heard,Aggressive,Yes,18.1,Semi-urban,0.94,0.48,In-person
25-08-18,Peshawar,41.9,80,212,53,2,3,9,Owl,Bird,1,Evening,Rainy,Thu,Summer,6,0.31,0.8,0.84,0.19,0.12,Chased,No,0.67,48.5,Heard,Fleeing,Yes,48.2,Rural,0.01,0.47,App
11-09-26,Quetta,37,78,242,50,7,3,5,Wild Cat,Mammal,5,Evening,Cloudy,Sat,Winter,9,0.59,0.61,0.24,0.08,0.74,Seen,No,0.58,27.1,Chased,Fleeing,No,6.6,Rural,0.41,0.84,In-person
06-08-26,Islamabad,32.4,26.4,218,40,2,2,3,Fox,Mammal,7,Evening,Cloudy,Sat,Autumn,6,0.73,0.15,0.16,0.56,0.24,Chased,Yes,0.14,55.7,Heard,Calm,Yes,2.9,Rural,0.72,0.4,App
13-06-23,Islamabad,43,89,165,46,5,1,4,Hedgehog,Mammal,5,Morning,Foggy,Sat,Winter,5,0.57,0.53,0.48,0.34,0.91,Fed,Yes,0.51,32.2,Heard,Aggressive,Yes,32.9,Urban,0.07,0.8,App
18-02-22,Peshawar,30.4,66,103,63,5,1,2,Hedgehog,Mammal,9,Night,Sunny,Thu,Autumn,3,0.66,0.1,0.02,0.1,0.32,Chased,Yes,0.13,38.2,Photographed,Aggressive,Yes,15.9,Urban,0.74,0.14,Hotline
10-12-24,Peshawar,21.5,48.6,277,94,9,3,6,Owl,Bird,8,Evening,Cloudy,Mon,Spring,0,0.03,0.4,0.22,0.26,0.08,Chased,No,0.63,28.8,Fed,Curious,No,37.6,Urban,0.99,0.21,In-person
14-01-13,Karachi,23.2,67.8,262,58,1,0,3,Owl,Bird,2,Evening,Cloudy,Fri,Summer,2,0.27,0.5,0.91,0.13,0.17,Heard,Yes,0.7,23.1,Seen,Calm,Yes,31.2,Semi-urban,1,0.99,Website
30-09-17,Lahore,25.6,55.3,100,97,9,3,7,Monkey,Mammal,3,Afternoon,Sunny,Tue,Spring,1,0.61,0.09,0.76,0.52,0.57,Photographed,No,0.7,30.5,Photographed,Feeding,No,26.1,Semi-urban,0.5,0.55,Hotline
25-08-17,Lahore,37.5,49.9,254,44,0,1,9,Hedgehog,Mammal,6,Evening,Sunny,Thu,Spring,3,0.57,0.13,0.37,0.45,0.94,Chased,No,0.69,52.6,Photographed,Feeding,Yes,37.9,Semi-urban,0.31,0.75,Hotline
07-06-18,Quetta,20.9,48.6,91,55,2,3,7,Monkey,Mammal,7,Morning,Sunny,Mon,Summer,3,0.43,0.56,0.14,0.36,0.67,Seen,No,0.6,33.4,Photographed,Aggressive,No,25.6,Semi-urban,0.94,0.94,Website
08-10-15,Lahore,25.8,44.6,116,92,6,0,2,Bat,Mammal,1,Night,Cloudy,Sun,Summer,1,0.74,0,0.63,0.49,0.47,Seen,Yes,0.85,5.8,Chased,Aggressive,No,18.9,Semi-urban,0.45,0.21,Website
20-01-23,Lahore,17.6,32.6,232,76,9,0,3,Porcupine,Mammal,5,Night,Rainy,Sat,Autumn,5,0.71,0.68,0.5,0.34,0.33,Photographed,No,0.15,54.1,Fed,Fleeing,No,38.5,Semi-urban,0.62,0.46,In-person
26-07-15,Quetta,32.5,54,114,92,3,4,8,Wild Cat,Mammal,3,Night,Cloudy,Tue,Summer,0,0.33,0.34,0.71,0.7,0.46,Fed,No,0.96,52.5,Photographed,Calm,Yes,43.3,Semi-urban,0.35,0.49,In-person
21-09-16,Lahore,27.6,50.8,183,81,7,4,4,Cobra,Reptile,3,Morning,Foggy,Fri,Spring,2,0.49,0.99,0.28,0.53,0.68,Fed,No,0.21,21.9,Photographed,Fleeing,No,40.1,Urban,0.24,0.54,Hotline
19-09-17,Karachi,33.9,67,201,57,6,3,0,Bat,Mammal,8,Afternoon,Foggy,Thu,Autumn,2,0.42,0.69,0.97,0.03,0.31,Heard,Yes,0.4,25.4,Photographed,Calm,No,31.4,Rural,0.51,0.12,Hotline
23-09-12,Islamabad,27.3,63.4,175,66,5,3,2,Wild Cat,Mammal,6,Afternoon,Sunny,Tue,Winter,5,0.25,0.36,0.68,0.32,0.88,Photographed,No,0.37,9.1,Photographed,Calm,Yes,8.5,Urban,0.93,0.51,Hotline
06-10-21,Islamabad,27.1,24.8,287,59,1,0,9,Hedgehog,Mammal,6,Night,Sunny,Wed,Summer,0,0.45,0.42,0.46,0.66,0.78,Chased,No,0.88,27.9,Heard,Curious,Yes,18.2,Rural,0.98,0.31,Website
27-03-25,Karachi,21.7,70.1,115,44,1,1,4,Hedgehog,Mammal,3,Morning,Cloudy,Tue,Spring,8,0.54,0.67,0.48,0.51,0.66,Seen,No,0.83,20.7,Chased,Feeding,Yes,45,Urban,0.48,0.7,Hotline
30-08-24,Peshawar,18.2,54.5,114,48,5,2,7,Monkey,Mammal,9,Morning,Rainy,Wed,Winter,6,0.71,0.39,0.84,0.94,0.42,Chased,No,0.51,35.8,Chased,Fleeing,Yes,9.9,Semi-urban,0.93,0.49,Hotline
22-05-23,Peshawar,20,73.4,283,65,5,2,7,Porcupine,Mammal,3,Afternoon,Foggy,Tue,Winter,5,0.01,0.71,0.46,0.53,0.26,Seen,Yes,0.26,42.3,Heard,Aggressive,Yes,10.6,Urban,0.78,0.28,Website
26-08-14,Quetta,33.4,65.1,132,69,6,3,0,Wild Cat,Mammal,4,Afternoon,Foggy,Sun,Summer,3,0.34,0.15,0.6,0.64,0.45,Fed,Yes,0.75,52.2,Heard,Aggressive,No,38.9,Semi-urban,0.24,0.39,In-person
03-09-12,Karachi,26.4,34.3,126,57,4,3,6,Monkey,Mammal,7,Night,Foggy,Sat,Winter,6,0.67,0.18,0.76,0.02,0.11,Heard,No,0.13,9,Seen,Curious,No,37.6,Rural,0.89,0.35,Website
24-08-22,Peshawar,18.6,39.1,112,65,7,2,7,Monkey,Mammal,4,Morning,Rainy,Thu,Summer,5,0.74,0.61,0.08,0.07,0.31,Fed,Yes,0.49,17.2,Seen,Aggressive,Yes,32.6,Semi-urban,0.2,0.73,Website
29-01-15,Karachi,38.2,28.7,284,79,3,1,0,Porcupine,Mammal,8,Evening,Sunny,Sun,Winter,9,0.06,0.81,0.47,0.45,0.23,Seen,Yes,0.54,22.5,Photographed,Curious,No,12.3,Urban,0.17,0.76,In-person
28-05-26,Islamabad,19.3,31.8,234,73,2,2,1,Fox,Mammal,7,Morning,Cloudy,Fri,Winter,7,1,0.74,0.85,0.1,0.25,Photographed,No,0.22,28.4,Seen,Calm,No,35.9,Urban,0.17,0.22,Website
11-06-12,Lahore,33.4,36.1,138,61,4,1,7,Owl,Bird,9,Evening,Foggy,Thu,Summer,5,0.61,0.37,0.06,0.08,0.42,Seen,Yes,0.26,7.2,Photographed,Aggressive,Yes,13.2,Semi-urban,0.74,0.17,Hotline
07-08-18,Peshawar,28.4,77.8,147,45,9,1,3,Wild Cat,Mammal,8,Night,Rainy,Wed,Winter,5,0.87,0.06,0.65,0.38,0.2,Heard,Yes,0.91,45,Fed,Calm,Yes,17.1,Semi-urban,0.28,0.76,Website
05-09-23,Peshawar,40.1,70.1,157,94,0,4,0,Wild Cat,Mammal,1,Night,Sunny,Thu,Autumn,5,0.93,0.12,0.63,0.78,0.23,Fed,No,0.73,4.9,Seen,Calm,Yes,25,Urban,0.33,0.68,In-person
05-05-19,Karachi,41.7,28.8,250,77,6,3,6,Bat,Mammal,9,Afternoon,Foggy,Sat,Winter,6,0.88,0.97,0,0.74,0.62,Chased,Yes,1,6.3,Seen,Curious,No,40.6,Semi-urban,0.93,0.92,In-person
16-05-10,Karachi,31.8,42.9,282,96,1,3,7,Owl,Bird,2,Night,Foggy,Thu,Summer,6,0.3,0.34,0.01,0.3,0.47,Fed,Yes,0.26,48.5,Heard,Aggressive,No,26.9,Urban,0.79,0.22,In-person
13-09-17,Karachi,39.6,87.1,234,77,2,0,5,Cobra,Reptile,5,Morning,Rainy,Fri,Spring,7,0.93,0.48,0.76,0.36,0.26,Photographed,Yes,0.2,17.2,Photographed,Curious,Yes,49.7,Rural,0.66,0.82,Website
20-01-11,Peshawar,43.8,25.5,281,92,2,0,9,Cobra,Reptile,1,Night,Cloudy,Fri,Summer,1,0.52,0.83,0.99,0.65,0.53,Heard,No,0.43,12.5,Heard,Aggressive,Yes,32.9,Semi-urban,0.06,0.96,Hotline
14-01-26,Peshawar,34.4,87.2,117,58,4,0,0,Bat,Mammal,4,Afternoon,Sunny,Thu,Autumn,5,0.5,0.57,0.39,0.25,0.9,Photographed,Yes,0.18,10.1,Seen,Curious,No,16.1,Semi-urban,0.92,0.61,In-person
22-09-24,Quetta,26.2,48.2,226,78,7,0,8,Hedgehog,Mammal,7,Afternoon,Sunny,Sun,Spring,5,0.58,0.62,0.73,0.19,0.26,Seen,Yes,0.32,9.8,Fed,Curious,Yes,12.3,Urban,0.61,0.43,In-person
06-01-16,Lahore,38,57.5,296,49,0,0,0,Hedgehog,Mammal,7,Night,Foggy,Fri,Spring,1,0.91,0.01,0.11,0.58,0.85,Photographed,No,0.96,51.8,Seen,Curious,Yes,33.9,Urban,0.2,0.17,Website
01-10-26,Lahore,16.4,62.8,75,62,0,3,6,Cobra,Reptile,9,Evening,Foggy,Mon,Spring,9,0.99,0.3,0.62,0.28,0.39,Seen,No,0.59,37.1,Heard,Calm,No,38.5,Urban,0.79,0.57,App
23-03-23,Peshawar,17.3,59,199,98,4,1,3,Porcupine,Mammal,1,Afternoon,Foggy,Sun,Autumn,8,0.26,0.48,0.76,0.44,0.95,Chased,No,0.3,14,Seen,Calm,No,30.3,Urban,0.9,0.7,Website
28-12-23,Lahore,35.2,76.4,79,88,1,4,5,Hedgehog,Mammal,9,Night,Cloudy,Mon,Winter,5,0.9,0.7,0.79,0.12,0.13,Seen,No,0.2,51.6,Seen,Aggressive,Yes,10.6,Urban,0.64,0.56,Hotline
31-07-20,Islamabad,31.3,33.7,294,65,3,2,5,Monkey,Mammal,9,Afternoon,Rainy,Sat,Summer,3,0.94,0.1,0.8,0.67,0.31,Chased,Yes,0.59,39,Seen,Curious,No,36.8,Rural,0.19,0.19,In-person
31-07-11,Peshawar,18.1,40.6,141,65,1,4,7,Owl,Bird,9,Night,Sunny,Sat,Autumn,5,0.92,0.44,0.84,0.5,0.11,Seen,No,0.23,3.8,Photographed,Feeding,No,9.8,Semi-urban,0.89,0.69,In-person
21-07-19,Peshawar,37.2,63.5,84,86,8,3,5,Hedgehog,Mammal,2,Night,Rainy,Mon,Autumn,7,0.62,0.75,0.19,0.53,0.01,Fed,Yes,0.13,20,Heard,Curious,No,23.4,Urban,0.58,0.9,App
22-07-13,Quetta,38.2,41,202,52,7,0,9,Cobra,Reptile,9,Afternoon,Cloudy,Sun,Summer,1,0.19,0.8,0.42,0.92,0.04,Heard,No,0.82,9.1,Photographed,Aggressive,No,8.9,Rural,0.48,0.46,Hotline
